name,latitude,longitude,organization,date_type,date,time_start,time_end,speed,density,volume,capacity,v/c
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,6:00:00,7:00:00,45,11,329,2700,0.12
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,7:00:00,8:00:00,36,24,986,2700,0.37
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,8:00:00,9:00:00,39,18,893,2700,0.33
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,working,11/9/2022,9:00:00,10:00:00,36,17,820,2700,0.30
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,working,11/9/2022,10:00:00,11:00:00,38,16,800,2700,0.30
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,11:00:00,12:00:00,36,16,874,2700,0.32
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,working,11/9/2022,12:00:00,13:00:00,37,17,821,2700,0.30
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,working,11/9/2022,13:00:00,14:00:00,36,15,824,2700,0.31
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,working,11/9/2022,14:00:00,15:00:00,36,17,806,2700,0.30
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,working,11/9/2022,15:00:00,16:00:00,36,16,796,2700,0.29
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,16:00:00,17:00:00,41,12,884,2700,0.33
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,17:00:00,18:00:00,45,14,1013,2700,0.38
CCTV08 ต่างระดับพญาไท (บางโคล่),13.8927413,100.541133,exat,holiday,11/9/2022,18:00:00,19:00:00,36,29,769,2700,0.28
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,5:00:00,6:00:00,39,21,684,2700,0.25
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,6:00:00,7:00:00,28,64,2207,2700,0.82
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,7:00:00,8:00:00,35,35,2553,2700,0.95
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,8:00:00,9:00:00,36,54,3071,2700,1.14
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,9:00:00,10:00:00,34,52,3055,2700,1.13
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,10:00:00,11:00:00,35,52,2981,2700,1.10
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,11:00:00,12:00:00,56,37,2399,2700,0.89
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,12:00:00,13:00:00,31,52,2978,2700,1.10
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,13:00:00,14:00:00,35,50,3058,2700,1.13
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,14:00:00,15:00:00,33,47,3047,2700,1.13
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,15:00:00,16:00:00,33,47,2956,2700,1.09
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,16:00:00,17:00:00,15,121,4391,2700,1.63
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,17:00:00,18:00:00,44,181,4670,2700,1.73
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,5/9/2022,18:00:00,19:00:00,14,122,2916,2700,1.08
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,5:00:00,6:00:00,39,22,673,2700,0.25
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,6:00:00,7:00:00,28,64,2164,2700,0.80
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,7:00:00,8:00:00,35,35,2550,2700,0.94
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,8:00:00,9:00:00,36,54,3089,2700,1.14
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,9:00:00,10:00:00,35,51,3018,2700,1.12
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,10:00:00,11:00:00,35,52,3014,2700,1.12
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,11:00:00,12:00:00,52,44,2605,2700,0.96
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,12:00:00,13:00:00,32,50,2991,2700,1.11
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,13:00:00,14:00:00,34,50,3021,2700,1.12
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,14:00:00,15:00:00,33,48,3059,2700,1.13
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,15:00:00,16:00:00,33,50,2957,2700,1.10
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,16:00:00,17:00:00,18,121,4594,2700,1.70
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,17:00:00,18:00:00,39,182,5143,2700,1.90
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,6/9/2022,18:00:00,19:00:00,17,121,3179,2700,1.18
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,5:00:00,6:00:00,39,22,683,2700,0.25
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,6:00:00,7:00:00,28,64,2187,2700,0.81
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,7:00:00,8:00:00,35,35,2561,2700,0.95
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,8:00:00,9:00:00,36,54,3123,2700,1.16
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,9:00:00,10:00:00,35,49,2985,2700,1.11
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,10:00:00,11:00:00,35,52,3027,2700,1.12
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,11:00:00,12:00:00,48,51,2921,2700,1.08
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,12:00:00,13:00:00,33,49,3013,2700,1.12
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,13:00:00,14:00:00,32,49,3032,2700,1.12
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,14:00:00,15:00:00,34,50,3091,2700,1.14
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,15:00:00,16:00:00,33,52,2983,2700,1.10
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,16:00:00,17:00:00,21,122,4736,2700,1.75
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,17:00:00,18:00:00,33,181,5645,2700,2.09
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,7/9/2022,18:00:00,19:00:00,19,122,3446,2700,1.28
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,5:00:00,6:00:00,62,14,560,2700,0.21
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,6:00:00,7:00:00,44,46,1823,2700,0.68
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,7:00:00,8:00:00,45,36,2733,2700,1.01
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,8:00:00,9:00:00,48,47,3300,2700,1.22
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,9:00:00,10:00:00,46,42,3208,2700,1.19
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,10:00:00,11:00:00,46,43,3249,2700,1.20
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,11:00:00,12:00:00,52,43,2458,2700,0.91
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,12:00:00,13:00:00,46,42,3177,2700,1.18
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,13:00:00,14:00:00,44,43,3233,2700,1.20
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,14:00:00,15:00:00,46,42,3211,2700,1.19
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,15:00:00,16:00:00,46,43,3120,2700,1.16
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,16:00:00,17:00:00,22,175,4681,2700,1.73
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,17:00:00,18:00:00,46,182,5391,2700,2.00
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,8/9/2022,18:00:00,19:00:00,37,172,3930,2700,1.46
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,5:00:00,6:00:00,86,9,476,2700,0.18
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,6:00:00,7:00:00,60,29,1469,2700,0.54
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,7:00:00,8:00:00,54,38,2942,2700,1.09
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,8:00:00,9:00:00,61,39,3443,2700,1.28
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,9:00:00,10:00:00,56,36,3412,2700,1.26
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,10:00:00,11:00:00,58,34,3472,2700,1.29
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,11:00:00,12:00:00,57,35,2000,2700,0.74
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,12:00:00,13:00:00,59,36,3355,2700,1.24
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,13:00:00,14:00:00,56,36,3361,2700,1.24
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,14:00:00,15:00:00,58,35,3345,2700,1.24
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,15:00:00,16:00:00,60,34,3325,2700,1.23
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,16:00:00,17:00:00,24,182,4636,2700,1.72
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,17:00:00,18:00:00,59,182,5186,2700,1.92
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,9/9/2022,18:00:00,19:00:00,55,169,4366,2700,1.62
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,5:00:00,6:00:00,82,8,243,2700,0.09
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,6:00:00,7:00:00,57,24,728,2700,0.27
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,7:00:00,8:00:00,60,15,1092,2700,0.40
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,8:00:00,9:00:00,60,58,1622,2700,0.60
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,9:00:00,10:00:00,59,57,1641,2700,0.61
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,10:00:00,11:00:00,58,58,1550,2700,0.57
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,11:00:00,12:00:00,55,46,2562,2700,0.95
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,12:00:00,13:00:00,59,53,1528,2700,0.57
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,13:00:00,14:00:00,56,54,1579,2700,0.58
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,14:00:00,15:00:00,57,56,1586,2700,0.59
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,10/9/2022,15:00:00,16:00:00,55,52,1601,2700,0.59
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,16:00:00,17:00:00,35,98,3983,2700,1.48
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,17:00:00,18:00:00,44,47,2181,2700,0.81
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,10/9/2022,18:00:00,19:00:00,49,34,2353,2700,0.87
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,5:00:00,6:00:00,47,5,135,2700,0.05
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,6:00:00,7:00:00,34,15,419,2700,0.16
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,7:00:00,8:00:00,36,9,669,2700,0.25
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,8:00:00,9:00:00,36,35,983,2700,0.36
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,9:00:00,10:00:00,35,34,998,2700,0.37
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,10:00:00,11:00:00,35,35,908,2700,0.34
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,11:00:00,12:00:00,33,28,1532,2700,0.57
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,12:00:00,13:00:00,36,32,920,2700,0.34
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,13:00:00,14:00:00,34,33,953,2700,0.35
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,14:00:00,15:00:00,34,34,965,2700,0.36
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,working,11/9/2022,15:00:00,16:00:00,33,31,976,2700,0.36
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,16:00:00,17:00:00,21,121,2405,2700,0.89
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,17:00:00,18:00:00,26,28,1307,2700,0.48
CCTV04 ก่อนเข้าต่างระดับมักกะสัน,13.7774262,100.5321564,exat,holiday,11/9/2022,18:00:00,19:00:00,30,21,1422,2700,0.53
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,5:00:00,6:00:00,97,12,249,2700,0.09
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,6:00:00,7:00:00,67,37,736,2700,0.27
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,7:00:00,8:00:00,54,21,1448,2700,0.54
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,8:00:00,9:00:00,59,38,1457,2700,0.54
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,9:00:00,10:00:00,58,34,1426,2700,0.53
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,10:00:00,11:00:00,58,37,1391,2700,0.52
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,11:00:00,12:00:00,49,32,2559,2700,0.95
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,12:00:00,13:00:00,55,33,1336,2700,0.49
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,13:00:00,14:00:00,54,35,1362,2700,0.50
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,14:00:00,15:00:00,55,34,1333,2700,0.49
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,15:00:00,16:00:00,56,33,1394,2700,0.52
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,16:00:00,17:00:00,58,50,4557,2700,1.69
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,17:00:00,18:00:00,56,61,4385,2700,1.62
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,5/9/2022,18:00:00,19:00:00,57,37,2563,2700,0.95
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,5:00:00,6:00:00,96,12,224,2700,0.08
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,6:00:00,7:00:00,67,37,720,2700,0.27
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,7:00:00,8:00:00,54,21,1446,2700,0.54
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,8:00:00,9:00:00,59,38,1456,2700,0.54
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,9:00:00,10:00:00,56,35,1390,2700,0.51
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,10:00:00,11:00:00,56,36,1404,2700,0.52
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,11:00:00,12:00:00,55,33,2198,2700,0.81
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,12:00:00,13:00:00,54,33,1367,2700,0.51
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,13:00:00,14:00:00,55,36,1354,2700,0.50
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,14:00:00,15:00:00,56,36,1292,2700,0.48
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,15:00:00,16:00:00,57,34,1368,2700,0.51
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,16:00:00,17:00:00,64,49,5288,2700,1.96
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,17:00:00,18:00:00,59,53,4203,2700,1.56
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,6/9/2022,18:00:00,19:00:00,56,46,4264,2700,1.58
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,5:00:00,6:00:00,95,12,217,2700,0.08
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,6:00:00,7:00:00,67,37,723,2700,0.27
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,7:00:00,8:00:00,54,21,1468,2700,0.54
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,8:00:00,9:00:00,59,38,1464,2700,0.54
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,9:00:00,10:00:00,54,35,1302,2700,0.48
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,10:00:00,11:00:00,54,35,1424,2700,0.53
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,11:00:00,12:00:00,61,34,1839,2700,0.68
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,12:00:00,13:00:00,54,34,1416,2700,0.52
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,13:00:00,14:00:00,55,37,1391,2700,0.52
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,14:00:00,15:00:00,56,37,1263,2700,0.47
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,15:00:00,16:00:00,58,34,1345,2700,0.50
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,16:00:00,17:00:00,69,47,6060,2700,2.24
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,17:00:00,18:00:00,62,44,3997,2700,1.48
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,7/9/2022,18:00:00,19:00:00,55,55,6028,2700,2.23
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,5:00:00,6:00:00,77,10,272,2700,0.10
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,6:00:00,7:00:00,54,30,840,2700,0.31
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,7:00:00,8:00:00,43,29,1829,2700,0.68
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,8:00:00,9:00:00,43,45,1911,2700,0.71
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,9:00:00,10:00:00,40,42,1831,2700,0.68
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,10:00:00,11:00:00,38,43,1866,2700,0.69
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,11:00:00,12:00:00,44,48,2273,2700,0.84
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,12:00:00,13:00:00,39,41,1805,2700,0.67
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,13:00:00,14:00:00,40,43,1810,2700,0.67
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,14:00:00,15:00:00,39,43,1758,2700,0.65
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,15:00:00,16:00:00,40,42,1847,2700,0.68
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,16:00:00,17:00:00,49,99,6115,2700,2.26
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,17:00:00,18:00:00,42,112,5755,2700,2.13
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,8/9/2022,18:00:00,19:00:00,41,93,5583,2700,2.07
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,5:00:00,6:00:00,57,7,300,2700,0.11
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,6:00:00,7:00:00,40,22,910,2700,0.34
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,7:00:00,8:00:00,33,36,2184,2700,0.81
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,8:00:00,9:00:00,26,52,2356,2700,0.87
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,9:00:00,10:00:00,25,48,2338,2700,0.87
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,10:00:00,11:00:00,23,50,2267,2700,0.84
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,11:00:00,12:00:00,28,61,2753,2700,1.02
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,12:00:00,13:00:00,24,47,2186,2700,0.81
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,13:00:00,14:00:00,25,48,2229,2700,0.83
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,14:00:00,15:00:00,22,50,2304,2700,0.85
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,15:00:00,16:00:00,21,121,2338,2700,0.87
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,16:00:00,17:00:00,29,150,6250,2700,2.31
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,17:00:00,18:00:00,22,182,7512,2700,2.78
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,9/9/2022,18:00:00,19:00:00,28,132,5124,2700,1.90
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,10/9/2022,5:00:00,6:00:00,49,7,227,2700,0.08
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,holiday,10/9/2022,6:00:00,7:00:00,35,19,713,2700,0.26
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,holiday,10/9/2022,7:00:00,8:00:00,35,40,545,2700,0.20
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,holiday,10/9/2022,8:00:00,9:00:00,37,46,2027,2700,0.75
CCTV25 แจ้งวัฒนะ,13.7238599,100.5175447,exat,working,10/9/2022,9:00:00,10:00:00,32,43,1934,2700,0.72
