ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
319,102,ปราจีนบุรี - ไผ่ชะเลือด,12+138,1928 ,1226 ,96 ,80 ,55 ,769 ,733 ,589 ,553 ,474 ,6503 ,29.73 ,32 ,846 ,ขท.ปราจีนบุรี,ปราจีนบุรี
319,103,ไผ่ชะเลือด - โคกไทย,31+465,4736 ,2165 ,119 ,138 ,163 ,3516 ,1755 ,1253 ,969 ,836 ,15650 ,35.09 ,58 ,2598 ,ขท.ปราจีนบุรี,ปราจีนบุรี
319,103,ไผ่ชะเลือด - โคกไทย,35+006,3085 ,2378 ,112 ,69 ,74 ,1351 ,1154 ,988 ,935 ,775 ,10921 ,39.93 ,61 ,1972 ,ขท.ปราจีนบุรี,ปราจีนบุรี
319,200,โคกไทย - พนมสารคาม,47+054,6961 ,5043 ,2 ,11 ,34 ,7402 ,2157 ,2265 ,1717 ,1675 ,27267 ,30.75 ,10 ,3090 ,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
320,100,ศาลนเรศวร - สถานีรถไฟปราจีนบุรี,2+156,4057 ,2926 ,95 ,160 ,169 ,3838 ,1526 ,117 ,166 ,212 ,13266 ,17.30 ,45 ,2874 ,ขท.ปราจีนบุรี,ปราจีนบุรี
321,101,นครปฐม - หนองปลาไหล,9+150,8628 ,6750 ,2066 ,2013 ,2048 ,15326 ,8517 ,8694 ,5202 ,2974 ,62218 ,48.51 ,0 ,7074 ,ขท.นครปฐม,นครปฐม
321,102,หนองปลาไหล - กำแพงแสน,22+800,10667 ,10892 ,6421 ,5927 ,1799 ,5609 ,6431 ,8267 ,7887 ,5287 ,69187 ,51.74 ,95 ,8298 ,ขท.นครปฐม,นครปฐม
321,201,กำแพงแสน - ทุ่งคอก,48+551,3381 ,1507 ,114 ,136 ,15 ,6978 ,363 ,590 ,2071 ,1778 ,16933 ,28.19 ,3 ,1743 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
321,203,วังขอน - ดอนแจง,77+925,3968 ,3054 ,27 ,12 ,38 ,6867 ,463 ,439 ,750 ,498 ,16116 ,13.74 ,4 ,1847 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
321,300,ดอนแจง - สุพรรณบุรี,105+150,10513 ,6850 ,194 ,129 ,39 ,5018 ,58 ,11 ,2 ,2 ,22816 ,1.03 ,9 ,6425 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
322,100,อู่ยา - ดอนเจดีย์,13+600,2859 ,1614 ,42 ,37 ,3 ,1822 ,186 ,109 ,66 ,51 ,6789 ,5.60 ,6 ,1268 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
323,100,หนองตะแครง - ลูกแก,1+360,10245 ,4659 ,735 ,805 ,763 ,11193 ,2209 ,2145 ,2227 ,1654 ,36635 ,27.75 ,0 ,6295 ,ขท.ราชบุรี,ราชบุรี
323,100,หนองตะแครง - ลูกแก,8+360,11018 ,7930 ,1120 ,673 ,795 ,9200 ,1879 ,1710 ,1857 ,1423 ,37605 ,22.25 ,0 ,5572 ,ขท.ราชบุรี,ราชบุรี
323,100,หนองตะแครง - ลูกแก,11+624,9171 ,6912 ,1547 ,847 ,888 ,8284 ,1757 ,1690 ,1380 ,1072 ,33548 ,22.79 ,0 ,7226 ,ขท.ราชบุรี,ราชบุรี
323,201,ลูกแก - หนองเสือ,28+050,5166 ,3118 ,65 ,37 ,29 ,5295 ,643 ,874 ,1006 ,589 ,16822 ,13.96 ,12 ,1875 ,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,43+660,6610 ,4065 ,152 ,215 ,127 ,8737 ,373 ,356 ,289 ,163 ,21087 ,7.41 ,7 ,3501 ,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,54+240,9629 ,8642 ,75 ,139 ,132 ,7338 ,486 ,291 ,316 ,216 ,27264 ,5.99 ,3 ,3148 ,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,64+650,7338 ,7184 ,128 ,130 ,125 ,9216 ,617 ,250 ,165 ,154 ,25307 ,6.23 ,27 ,5705 ,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ - ท่าน้ำตื้น,65+600,10844 ,3851 ,108 ,66 ,120 ,7396 ,368 ,329 ,217 ,94 ,23393 ,5.17 ,15 ,4864 ,ขท.กาญจนบุรี,กาญจนบุรี
323,203,ท่าน้ำตื้น - หนองสามพราน,77+350,2855 ,1995 ,26 ,21 ,22 ,2580 ,84 ,109 ,45 ,18 ,7755 ,3.96 ,6 ,943 ,ขท.กาญจนบุรี,กาญจนบุรี
323,204,หนองสามพราน - แก่งประลอม,121+012,3468 ,2020 ,52 ,49 ,45 ,659 ,204 ,212 ,124 ,53 ,6886 ,7.99 ,3 ,1579 ,ขท.กาญจนบุรี,กาญจนบุรี
323,205,แก่งประลอม - ทองผาภูมิ,156+712,1901 ,895 ,108 ,67 ,38 ,2148 ,295 ,178 ,93 ,91 ,5814 ,11.79 ,2 ,1272 ,ขท.กาญจนบุรี,กาญจนบุรี
323,205,แก่งประลอม - ทองผาภูมิ,176+012,1562 ,717 ,91 ,31 ,33 ,1770 ,223 ,166 ,100 ,55 ,4748 ,10.96 ,0 ,1566 ,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,207+226,793 ,327 ,29 ,33 ,7 ,1078 ,139 ,210 ,30 ,10 ,2656 ,16.48 ,0 ,644 ,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,257+826,457 ,70 ,50 ,18 ,8 ,981 ,73 ,158 ,18 ,34 ,1867 ,17.01 ,0 ,266 ,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,269+167,1650 ,274 ,86 ,29 ,8 ,740 ,238 ,93 ,35 ,6 ,3159 ,14.04 ,4 ,1741 ,ขท.กาญจนบุรี,กาญจนบุรี
324,100,กาญจนบุรี - หนองขาว,5+000,13203 ,6486 ,34 ,74 ,140 ,4344 ,517 ,210 ,163 ,153 ,25324 ,7.66 ,11 ,5000 ,ขท.กาญจนบุรี,กาญจนบุรี
324,201,หนองขาว - ตลาดเขต,12+910,4448 ,1260 ,20 ,24 ,24 ,5706 ,327 ,305 ,282 ,299 ,12695 ,10.34 ,15 ,1687 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
324,201,หนองขาว - ตลาดเขต,24+000,3598 ,490 ,32 ,12 ,27 ,5232 ,388 ,544 ,472 ,334 ,11129 ,13.73 ,20 ,1414 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
324,201,หนองขาว - ตลาดเขต,40+000,4048 ,518 ,25 ,27 ,37 ,5282 ,341 ,395 ,405 ,319 ,11397 ,13.19 ,21 ,1554 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
325,101,บางแพ - บางพรม,3+500,6939 ,5366 ,494 ,527 ,348 ,6221 ,2302 ,2186 ,1975 ,325 ,26683 ,28.01 ,31 ,5247 ,ขท.สมุทรสงคราม,ราชบุรี
325,101,บางแพ - บางพรม,32+790,3712 ,3166 ,429 ,409 ,471 ,2415 ,1287 ,1075 ,327 ,49 ,13340 ,26.08 ,32 ,2097 ,ขท.สมุทรสงคราม,สมุทรสงคราม
326,100,ทางเข้าประจวบคีรีขันธ์,0+500,5037 ,1087 ,23 ,0 ,0 ,1080 ,67 ,21 ,0 ,0 ,7315 ,1.53 ,17 ,3362 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,2+400,8158 ,1513 ,81 ,6 ,26 ,9230 ,375 ,120 ,39 ,34 ,19582 ,3.18 ,18 ,6142 ,ขท.ชุมพร,ชุมพร
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,6+900,6779 ,1792 ,101 ,18 ,18 ,5963 ,193 ,99 ,20 ,6 ,14989 ,2.40 ,18 ,3484 ,ขท.ชุมพร,ชุมพร
331,102,สถานีรถไฟพลูตาหลวง - บ่อวิน,5+663,6785 ,4832 ,998 ,819 ,664 ,3213 ,961 ,819 ,774 ,492 ,20357 ,23.89 ,6 ,2074 ,ขท.ชลบุรีที่ 2,ชลบุรี
331,103,บ่อวิน - หนองปรือ,44+258,14952 ,9296 ,551 ,443 ,621 ,10197 ,5696 ,3381 ,3432 ,1137 ,49706 ,29.00 ,23 ,4790 ,ขท.ชลบุรีที่ 2,ชลบุรี
331,104,เนินผาสุข - มาบเอียง,12+300,8707 ,5769 ,34 ,236 ,150 ,8195 ,5211 ,3763 ,4039 ,3554 ,39658 ,44.02 ,13 ,1811 ,ขท.ชลบุรีที่ 2,ชลบุรี
331,201,หนองปรือ - เนินโมก,68+900,4687 ,2540 ,507 ,483 ,532 ,5258 ,1988 ,2015 ,1797 ,2054 ,21861 ,40.07 ,8 ,2065 ,ขท.ชลบุรีที่ 1,ชลบุรี
331,202,เนินโมก - แปลงยาว,94+900,3431 ,3371 ,26 ,28 ,27 ,1946 ,1943 ,1906 ,2035 ,2012 ,16725 ,48.08 ,15 ,1454 ,ขท.ชลบุรีที่ 1,ชลบุรี
331,202,เนินโมก - แปลงยาว,103+700,3559 ,3592 ,22 ,32 ,26 ,2214 ,2118 ,2038 ,2130 ,2203 ,17934 ,47.33 ,13 ,1387 ,ขท.ชลบุรีที่ 1,ชลบุรี
331,301,แปลงยาว - สี่แยกนาน้อย,110+447,12482 ,4654 ,43 ,41 ,51 ,4765 ,3794 ,3840 ,4506 ,2550 ,36726 ,39.72 ,18 ,2046 ,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
331,302,สี่แยกนาน้อย - เขาหินซ้อน,134+753,15000 ,3460 ,36 ,0 ,41 ,3735 ,3298 ,2616 ,2967 ,3147 ,34300 ,34.61 ,12 ,2081 ,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
332,100,เขาหาดยาว - ทุ่งโปร่ง,0+550,5294 ,4458 ,216 ,146 ,55 ,1359 ,184 ,148 ,41 ,27 ,11928 ,4.92 ,52 ,1328 ,ขท.ชลบุรีที่ 2,ชลบุรี
332,200,ทุ่งโปร่ง - สำนักท้อน,14+000,2351 ,1694 ,29 ,28 ,34 ,3179 ,242 ,249 ,46 ,31 ,7883 ,7.67 ,18 ,1592 ,ขท.ระยอง,ระยอง
333,100,อู่ทอง - สระกระโจม,18+000,965 ,644 ,15 ,7 ,6 ,2894 ,255 ,265 ,259 ,112 ,5422 ,16.69 ,6 ,1183 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
333,200,สระกระโจม - บ้านไร่,38+900,1242 ,898 ,29 ,6 ,4 ,1595 ,165 ,170 ,182 ,151 ,4442 ,12.40 ,4 ,348 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
333,200,สระกระโจม - บ้านไร่,64+000,4984 ,1313 ,24 ,11 ,4 ,4526 ,157 ,109 ,143 ,53 ,11324 ,4.45 ,13 ,4028 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
333,302,การุ้ง - อุทัยธานี,113+236,2927 ,117 ,24 ,1 ,1 ,1637 ,194 ,113 ,121 ,54 ,5189 ,10.06 ,9 ,1357 ,ขท.อุทัยธานี,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,139+686,2211 ,1155 ,450 ,0 ,38 ,2232 ,596 ,289 ,161 ,133 ,7265 ,16.20 ,17 ,1609 ,ขท.อุทัยธานี,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,163+011,7545 ,209 ,184 ,7 ,2 ,2801 ,337 ,100 ,43 ,52 ,11280 ,6.67 ,11 ,2434 ,ขท.อุทัยธานี,อุทัยธานี
333,303,อุทัยธานี - สะพานข้ามแม่น้ำเจ้าพระยา,176+946,1912 ,1600 ,80 ,46 ,29 ,2261 ,116 ,69 ,134 ,79 ,6326 ,8.16 ,25 ,1119 ,ขท.อุทัยธานี,นครสวรรค์
334,100,แยกต่างระดับอ่างทอง - บ้านรอ,1+400,8620 ,4981 ,82 ,73 ,104 ,2130 ,563 ,411 ,674 ,552 ,18190 ,9.31 ,13 ,3162 ,ขท.อ่างทอง,อ่างทอง
335,100,แยกสิงห์เหนือ - สิงห์บุรี,0+500,4016 ,1094 ,57 ,57 ,42 ,3176 ,325 ,104 ,159 ,78 ,9108 ,7.72 ,35 ,2718 ,ขท.สิงห์บุรี,สิงห์บุรี
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย4,0+000,49704 ,32465 ,865 ,900 ,3576 ,24216 ,206 ,184 ,57 ,0 ,112173 ,4.30 ,0 ,24201 ,ขท.ธนบุรี,กรุงเทพมหานคร
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย4,9+281,56144 ,32628 ,0 ,256 ,3712 ,49888 ,973 ,1244 ,1050 ,0 ,145895 ,4.76 ,0 ,19453 ,ขท.ธนบุรี,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย - นครชัยศรี,2+164,28005 ,26325 ,0 ,0 ,0 ,15569 ,0 ,0 ,0 ,0 ,69899 ,0.00 ,0 ,0 ,ขท.ธนบุรี,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย - นครชัยศรี,8+664,29651 ,27014 ,0 ,0 ,0 ,12743 ,0 ,0 ,0 ,0 ,69408 ,0.00 ,0 ,0 ,ขท.ธนบุรี,กรุงเทพมหานคร
338,201,พุทธมณฑลสาย4 - นครชัยศรี,22+081,53406 ,46519 ,2047 ,4215 ,7668 ,6394 ,9930 ,6004 ,3046 ,2566 ,141795 ,23.65 ,0 ,1497 ,ขท.สมุทรสาคร,นครปฐม
340,100,บางบัวทอง - ลาดบัวหลวง,7+941,18186 ,5516 ,663 ,186 ,135 ,11725 ,2461 ,2328 ,2143 ,1946 ,45289 ,19.87 ,89 ,1665 ,ขท.นนทบุรี,ปทุมธานี
340,200,ลาดบัวหลวง - สาลี,30+341,10735 ,2879 ,25 ,66 ,11 ,4781 ,824 ,771 ,1048 ,1134 ,22274 ,17.06 ,7 ,834 ,ขท.สุพรรณบุรีที่ 2 (อู่ทอง),พระนครศรีอยุธยา
340,301,สาลี - สุพรรณบุรี,49+941,9542 ,1553 ,241 ,130 ,67 ,8501 ,577 ,433 ,654 ,807 ,22505 ,11.80 ,6 ,727 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
340,301,สาลี - สุพรรณบุรี,74+491,8062 ,1294 ,72 ,61 ,56 ,9030 ,923 ,586 ,424 ,397 ,20905 ,13.28 ,40 ,3148 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
340,303,ศรีประจันต์ - ปากน้ำ,113+409,6334 ,2950 ,128 ,46 ,46 ,4224 ,640 ,620 ,757 ,278 ,16023 ,14.26 ,7 ,1497 ,ขท.สุพรรณบุรีที่ 1,สุพรรณบุรี
