ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,74+675,2423 ,530 ,14 ,16 ,14 ,2959 ,251 ,203 ,165 ,170 ,6745 ,13.59 ,20 ,1232 ,ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,87+500,316 ,85 ,1 ,0 ,1 ,441 ,138 ,20 ,6 ,0 ,1008 ,15.95 ,76 ,515 ,ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
222,102,เดื่อศรีคันไชย - หนองแวง,16+225,1575 ,419 ,29 ,6 ,23 ,3455 ,176 ,62 ,44 ,21 ,5810 ,5.91 ,8 ,1384 ,ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
222,201,หนองแวง - ท่ากกแดง,42+700,3651 ,1774 ,31 ,27 ,32 ,2575 ,297 ,252 ,277 ,227 ,9143 ,13.60 ,22 ,1258 ,ขท.บึงกาฬ,สกลนคร
222,202,ท่ากกแดง - บึงกาฬ,61+385,1476 ,1049 ,24 ,22 ,24 ,1418 ,138 ,143 ,95 ,65 ,4454 ,10.56 ,37 ,1075 ,ขท.บึงกาฬ,บึงกาฬ
222,202,ท่ากกแดง - บึงกาฬ,80+000,2498 ,2152 ,38 ,29 ,27 ,2380 ,373 ,362 ,315 ,254 ,8428 ,17.10 ,42 ,2486 ,ขท.บึงกาฬ,บึงกาฬ
222,202,ท่ากกแดง - บึงกาฬ,120+000,1516 ,1299 ,17 ,15 ,19 ,1590 ,154 ,132 ,92 ,36 ,4870 ,9.95 ,58 ,1283 ,ขท.บึงกาฬ,บึงกาฬ
223,100,สกลนคร - นาแก,2+500,4569 ,831 ,119 ,33 ,30 ,8196 ,404 ,122 ,112 ,112 ,14528 ,6.24 ,71 ,3839 ,ขท.สกลนครที่ 1,สกลนคร
223,100,สกลนคร - นาแก,19+567,2417 ,802 ,96 ,19 ,36 ,5412 ,205 ,92 ,78 ,66 ,9223 ,5.96 ,86 ,2570 ,ขท.สกลนครที่ 1,สกลนคร
223,100,สกลนคร - นาแก,42+617,2506 ,209 ,37 ,18 ,22 ,4950 ,126 ,64 ,104 ,31 ,8067 ,4.35 ,23 ,3020 ,ขท.สกลนครที่ 1,นครพนม
223,200,นาแก - บ้านต้อง,48+999,2370 ,1380 ,198 ,155 ,155 ,2307 ,380 ,292 ,250 ,217 ,7704 ,17.71 ,97 ,1754 ,ขท.นครพนม,นครพนม
224,100,นครราชสีมา - หัวทะเล,2+535,21023 ,17290 ,1791 ,1454 ,2031 ,8045 ,2100 ,1373 ,943 ,989 ,57039 ,15.29 ,156 ,14296 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
224,201,หัวทะเล - โชคชัย,19+468,8774 ,6882 ,627 ,588 ,598 ,8052 ,800 ,664 ,673 ,540 ,28198 ,14.01 ,245 ,8095 ,ขท.นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,37+259,5225 ,5336 ,658 ,468 ,425 ,6083 ,3139 ,2504 ,2415 ,2289 ,28542 ,37.62 ,410 ,4895 ,ขท.นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,61+171,4965 ,4644 ,544 ,447 ,395 ,4936 ,2758 ,2267 ,2196 ,1914 ,25066 ,40.80 ,525 ,4709 ,ขท.นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,91+671,5939 ,5770 ,567 ,410 ,353 ,5683 ,3624 ,2464 ,2310 ,2078 ,29198 ,40.15 ,440 ,4783 ,ขท.นครราชสีมาที่ 3,นครราชสีมา
224,301,หนองสนวน - หนองต้อ,124+667,636 ,143 ,17 ,12 ,8 ,1008 ,187 ,87 ,68 ,29 ,2195 ,20.38 ,9 ,575 ,ขท.บุรีรัมย์,บุรีรัมย์
224,302,หนองต้อ - ตาเมียง,168+635,1820 ,97 ,55 ,21 ,3 ,1890 ,217 ,50 ,94 ,72 ,4319 ,9.10 ,4 ,1613 ,ขท.บุรีรัมย์,บุรีรัมย์
224,302,หนองต้อ - ตาเมียง,175+376,910 ,25 ,1 ,0 ,0 ,908 ,107 ,18 ,23 ,6 ,1998 ,7.00 ,2 ,712 ,ขท.บุรีรัมย์,บุรีรัมย์
224,400,ตาเมียง - หินโคน,202+966,1666 ,743 ,97 ,5 ,10 ,534 ,313 ,180 ,179 ,132 ,3859 ,16.22 ,45 ,1060 ,ขท.สุรินทร์,สุรินทร์
224,400,ตาเมียง - หินโคน,221+381,574 ,1 ,2 ,4 ,2 ,188 ,68 ,56 ,54 ,54 ,1003 ,55.91 ,21 ,347 ,ขท.สุรินทร์,สุรินทร์
225,100,แยกบึงบอระเพ็ด - เกรียงไกรกลาง,2+500,3606 ,3164 ,0 ,0 ,50 ,3954 ,1111 ,1514 ,731 ,760 ,14890 ,29.68 ,28 ,2926 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
